"代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","掛牌年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
="2323","中環","市","11/11","11.95","+0.15","+1.27","10","109","108.9","130","45.9","32.7","有","","有","有","","","光電業","翁明顯","關山孝行"
="2349","錸德","市","11/11","13.6","-0.4","-2.86","10","69.4","69.37","94.3","35.9","28.6","","","","","","","光電業","葉垂景","王鼎章"
="2374","佳能","市","11/11","47.1","-1.05","-2.18","10","28.9","28.94","136","59.5","29.8","","","有","有","","","光電業","曾明仁","章孝祺"
="2393","億光","市","11/11","85.8","+1.3","+1.54","10","44.3","44.34","380","41.5","25","有","","有","","","","光電業","葉寅夫","葉寅夫"
="2406","國碩","市","11/11","17.85","+0.1","+0.56","10","35.1","35.09","62.6","27.6","24.5","","","有","有","","","光電業","陳繼明","鍾高原"
="2409","友達","市","11/11","16.2","-0.2","-1.22","10","770","769.9","1,247","28.3","24.2","有","有","有","","","","光電業","彭又又浪","柯富仁"
="2426","鼎元","市","11/11","20.75","-1","-4.6","10","30.1","30.06","62.4","37.6","26","","","","有","","","光電業","蘇峯正","李榮寰"
="2429","銘旺科","市","11/11","30.2","+0.25","+0.83","10","8.55","8.55","25.8","46","25.6","","","","","有","","光電業","周維昆","曾心潔"
="2438","翔耀","市","11/11","45.5","+2.1","+4.84","10","6.52","6.52","29.7","42.8","27.9","","","","","有","","光電業","林以山","林以山"
="2466","冠西電","市","11/11","34.75","-0.05","-0.14","10","17.1","17.15","59.6","43.5","23.2","","","","","有","","光電業","謝淑娟","黃琮善"
="2486","一詮","市","11/11","119","-7.5","-5.93","10","23.4","23.4","278","47.2","24.6","","","有","","","","光電業","周萬順","周萬順"
="2489","瑞軒","市","11/11","20.35","-0.45","-2.16","10","68","68","138","30.3","25.1","有","","有","有","","","光電業","吳春發","吳旭軒"
="2491","吉祥全","市","11/11","13.5","-0.1","-0.74","10","8.2","8.2","11.1","29.6","24.7","","","","","","","光電業","陳碧華","羅光偉"
="3008","大立光","市","11/11","2305","0","0","10","13.3","13.35","3,076","37.6","22.7","有","有","有","","","","光電業","林恩平","黃有執"
="3019","亞光","市","11/11","108.5","+3","+2.84","10","27.9","27.92","303","44.1","24","有","","有","","","","光電業","賴以仁","林泰朗"
="3024","憶聲","市","11/11","19.2","+0.65","+3.5","10","27.7","27.72","53.2","48.3","26.5","","","","有","","","光電業","彭亭玉","彭秀雲"
="3031","佰鴻","市","11/11","21.05","-0.25","-1.17","10","17.3","17.32","36.5","43.5","23.6","","","","","","","光電業","廖宗仁","廖宗仁"
="3038","全台","市","11/11","26.85","-0.15","-0.56","10","15.7","15.74","42.3","30.1","23.6","","","","","","","光電業","曾瑞銘","王臺光"
="3049","精金","市","11/11","11.35","-0.1","-0.87","10","80.2","80.2","91","25.2","22.1","","","有","有","","","光電業","馬維欣","馬維欣"
="3050","鈺德","市","11/11","18.4","-0.25","-1.34","10","15.5","15.5","28.5","30.5","22","","","","","","","光電業","楊慰芬","羅宜富"
="3051","力特","市","11/11","31.2","-0.3","-0.95","10","17","17","53","26.7","22","","","","有","有","","光電業","趙寄蓉","趙輝生"
="3059","華晶科","市","11/11","33.85","0","0","10","27.9","27.88","94.4","27.9","21.9","","","有","","","","光電業","夏汝文","高楨輝"
="3149","正達","市","11/11","36.45","-2.1","-5.45","10","18.6","18.53","67.6","28.4","13","","","","有","有","","光電業","鍾志明","鍾志明"
="3168","眾福科","市","11/11","50.1","+0.5","+1.01","10","7.81","7.81","39.1","27","0.63","","","","","","","光電業","黃漢州","俞思平"
="3356","奇偶","市","11/11","63.5","-1.8","-2.76","10","7.99","7.99","50.8","26.8","19.6","","","","有","","","光電業","戴光正","王有傳"
="3406","玉晶光","市","11/11","446.5","+1.5","+0.34","10","11.3","11.27","503","34.8","18.9","有","","有","","","","光電業","陳天慶","郭英理"
="3437","榮創","市","11/11","24.7","-0.05","-0.2","10","14.5","14.45","35.7","25.1","10.3","","","","","","","光電業","方榮熙","方榮熙"
="3454","晶睿","市","11/11","133.5","+5","+3.89","10","8.66","8.66","116","24.8","18.3","","","有","","","","光電業","羅永堅","廖禎祺"
="3481","群創","市","11/11","15.85","-0.25","-1.55","10","799","798.9","1,266","21.8","18.1","有","有","有","","","","光電業","洪進揚","楊柱祥"
="3504","揚明光","市","11/11","61.6","+0.9","+1.48","10","11.4","11.41","70.3","22.7","17.8","","","有","","","","光電業","林惠姿","張雅容/林威嶧"
="3535","晶彩科","市","11/11","55","-2.6","-4.51","10","7.91","7.91","43.5","24.7","16.8","","","","","","","光電業","陳永華","陳永華"
="3543","州巧","市","11/11","22.4","-0.1","-0.44","10","8.93","8.93","20","24.4","4.58","","","","","","","光電業","李樹裔","徐文茂"
="3563","牧德","市","11/11","387","+2","+0.52","10","5.81","5.81","225","26.4","13.9","","","有","","有","","光電業","汪光夏","陳復生"
="3576","聯合再生","市","11/11","10.8","-0.3","-2.7","10","163","162.8","176","19.2","15.8","","","","","有","","光電業","洪傳獻","洪傳獻(暫代執行長)"
="3591","艾笛森","市","11/11","25.25","-0.45","-1.75","10","14.4","14.36","36.3","23.1","14","","","","有","","","光電業","吳建榮","吳建榮"
="3622","洋華","市","11/11","68.6","+3.4","+5.21","10","15.1","15.13","104","22.3","15.6","","","有","","","","光電業","白志強","許益川"
="3673","TPK-KY","市","11/11","41.05","-0.85","-2.03","10","40.7","40.67","167","19","14","有","","有","有","","","光電業","江朝瑞","謝立群"
="3714","富采","市","11/11","45.4","-1.7","-3.61","10","73.8","73.79","335","3.9","3.85","有","有","","","有","","光電業","彭双浪","彭双浪"
="4934","太極","市","11/11","14.3","-0.9","-5.92","10","22.5","22.5","32.2","17.5","13.2","","","","","有","","光電業","謝清福","陳怡光"
="4935","茂林-KY","市","11/11","66","0","0","10","12.9","12.89","85.1","24.3","13.3","","","有","","","","光電業","李滿祥","蔡宗霖"
="4942","嘉彰","市","11/11","42.6","+0.05","+0.12","10","14.2","14.24","60.6","39.2","13.4","","","","","","","光電業","宋貴修","陳之軒"
="4949","有成精密","市","11/11","23.3","-0.1","-0.43","10","6.65","6.65","15.5","21","0.51","","","","","","","光電業","陳思銘","陳思銘"
="4956","光鋐","市","11/11","35.35","-0.85","-2.35","10","10","10.04","35.5","18.4","13.1","","","","","","","光電業","許明森","許明森"
="4960","誠美材","市","11/11","12.9","+0.05","+0.39","10","57.2","57.2","73.8","19.5","13.1","","","有","","","","光電業","宋妍儀","連巍鐘"
="4976","佳凌","市","11/11","38.7","-0.3","-0.77","10","14.1","14.07","54.4","21.9","12","","","","","","","光電業","劉嘉彬","江昭德"
="5234","達興材料","市","11/11","247.5","+2","+0.81","10","10.3","10.27","254","18.3","12.3","","","有","","","","光電業","林正一","郭宗鑫"
="5243","乙盛-KY","市","11/11","70","+3.6","+5.42","10","16.9","16.85","118","16.4","11","","","有","","","","光電業","蔡嘉祥","林育全"
="5244","弘凱","市","11/11","40.8","-0.3","-0.73","10","6.79","6.79","27.7","19.2","2.82","","","","","","","光電業","黃建中","曾智宏"
="5484","慧友","市","11/11","57.7","+0.6","+1.05","10","6.68","6.68","38.5","29.3","23.7","","","","","","","光電業","莊永順","高誌鴻"
="6116","彩晶","市","11/11","9.09","-0.1","-1.09","10","294","294","267","26.4","23.2","有","","有","","","","光電業","焦佑麒","焦佑麒"
="6120","達運","市","11/11","13.55","-0.25","-1.81","10","66.6","66.56","90.2","35.1","22.9","","","有","","","","光電業","蔡國新","黃勝凱"
="6164","華興","市","11/11","15.9","-0.25","-1.55","10","8","8","12.7","47.2","22.6","","","","有","","","光電業","劉守雄","劉守雄"
="6168","宏齊","市","11/11","23.5","+0.9","+3.98","10","20.6","20.61","48.4","29.6","22.6","","","","有","","","光電業","汪秉龍","汪秉龍"
="6176","瑞儀","市","11/11","196","-1","-0.51","10","46.5","46.5","911","29.3","22.5","有","","有","","","","光電業","王昱超","王昱超"
="6209","今國光","市","11/11","25.4","+0.35","+1.4","10","17.4","17.43","44.3","44.4","21.9","","","","","","","光電業","陳慶棋","陳義方"
="6225","天瀚","市","11/11","14.8","-0.35","-2.31","10","2.78","2.78","4.11","27","21.8","","","","","有","","光電業","鄭又晉","葉綾蓮"
="6226","光鼎","市","11/11","9.8","-0.04","-0.41","10","11.7","11.66","11.4","37.1","21.8","","","","有","","","光電業","馬景鵬","馬景鵬"
="6278","台表科","市","11/11","105","+1.5","+1.45","10","29.2","29.24","307","34.6","20.7","有","","有","","","","光電業","伍開雲","伍允中"
="6405","悅城","市","11/11","45.2","-2.6","-5.44","10","6.58","6.58","29.7","20.3","11","","","","","","","光電業","陳春夏","陳春夏"
="6443","元晶","市","11/11","19.95","-0.75","-3.62","10","53.9","53.87","107","14.4","9.12","有","","有","","","有","光電業","偉任投資股份有限公司","洪振仁"
="6456","GIS-KY","市","11/11","56.5","-0.4","-0.7","10","33.8","33.79","191","13.9","9.42","","","有","","","","光電業","周賢穎","徐同炤"
="6477","安集","市","11/11","31","-0.05","-0.16","10","12.4","12.38","38.4","17.7","8.4","","","","有","","","光電業","黃國棟","許家榮"
="6668","中揚光","市","11/11","46.5","-0.25","-0.53","10","9.68","9.67","45","11.4","5.92","","","","有","有","","光電業","李榮洲","許智程"
="6706","惠特","市","11/11","184.5","-6.5","-3.4","10","7.36","7.36","136","24.8","4.9","","","有","","","","光電業","鎧叡投資有限公司 代表人：賴允晉","徐秋田"
="6742","澤米","市","11/11","68","-2","-2.86","10","7.13","7.13","48.5","21.7","0.94","","","","","","","光電業","何昆年(全珩投資股份有限公司代表人)","李振瑞"
="6916","華凌","市","11/11","26","+0.3","+1.17","10","6.75","6.75","17.6","26.4","0.94","","","","","","","光電業","廖育斌","廖育斌"
="8104","錸寶","市","11/11","41.3","-0.5","-1.2","10","9.17","9.17","37.9","24.7","5.82","","","","有","","","光電業","葉垂景","陳康"
="8105","凌巨","市","11/11","16.45","+0.15","+0.92","10","44.2","44.15","72.6","26.9","20.2","","","有","","有","","光電業","田村隆幸","杉本克己"
="8215","明基材","市","11/11","34.5","+1","+2.99","10","32.1","32.07","111","26.3","14","","","有","","","","光電業","陳建志","劉家瑞"
